,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,reviewLink
79, 1 May 2018,empReview_20378818,Current Employee - Anonymous Employee,I have been working at Accenture full-time,Overall Good Company,Great Learning GrowthWork life balance is easy to maintain.Good Leadership,"Difficult switch between projects, so once tagged people mostly goes out.",None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20378818.htm
80, 30 Apr 2018,empReview_20363759,Current Employee - Senior Applications Developer,I have been working at Accenture full-time (More than 3 years),Great Work Life Balance,Best Place to work. Flexible working hours. You have work from home facility depending on project. Respect for individual. Good Allowances for employees working in shift.,"Now that most MNC are moving towards employee friendly environment, It would be great if Management removes the formal dress code rules.",Could improve the maintenance in work place and provide better cafeteria and break-out area facilities.,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20363759.htm
81, 30 Apr 2018,empReview_20363709,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Good company to work for,1. Good projects.2. Work - life balance.,Less hike% are being given.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20363709.htm
82, 30 Apr 2018,empReview_20375397,Former Employee - Software Engineering Analyst,I worked at Accenture full-time (More than a year),Company to start your career with,Good learning opportunityHigh values and ability to prove them in their initiatives,Need of work life balance,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20375397.htm
83, 14 May 2018,empReview_20583958,Former Employee - Anonymous Employee,I worked at Accenture (Less than a year),Sr Project Analyst,"Flexible hours, Great Culture, Great experienced staff","Travelling is a major cons, travelling from suburbs to main office you are nearly dead",None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20583958.htm
84, 15 May 2018,empReview_20586033,Former Employee - Test Engineering Analyst,I worked at Accenture full-time (More than 3 years),Test Engineering Analyst,Known company and has offices at many places,Politics at management level.If you are close to manager and are in his good books you will get good promotion and hike.Overall the hike is not at all good,They should learn to recognise talent,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20586033.htm
85, 29 Apr 2018,empReview_20355001,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 8 years),Associate Manager,1.Challenging work2.With right networking you can choose what you want to do3.Flexible timings and work from home options4.Best place to work for Women,"1. Career growth could become stagnant once you reach Team Lead or Associate Manager level until and unless you have any God Fathers2. Accenture used to have unique MNC culture however with Top management from other Indian Pure players like Infosys, Wipro, TCS etc. Accenture India is also becoming another Indian Pure Players",1.Please empower HR to critically evaluate performance cycle.2.Try to understand why high performers are stagnant at same level inspite of good ratings3.Dont become cost centered services company it will take no where4.Mentor leaders who build successful teams NOT on Managers who will get things done at any cost ...this will take a toll on employee well and it turn would impact Organisation as well,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20355001.htm
86, 14 May 2018,empReview_20572474,Current Employee - Business Analyst,I have been working at Accenture full-time (More than 3 years),I've worked for Accenture twice.,1) Brand Name2) Big Clients3) Present in multiple locations,1) Below industry standard package. They don't even contribute to employee's PF and show it as a part of CTC to inflate it.2) Notice Period is 3 months which they won't let go even if are not working on any project. This has proved to be a major roadblock for me. They don't even allow Buyout.3)HRs have no power here. They just forward training mails. You need to solve any issues with your supervisor or manager.,They don't care about anyone's advice.,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20572474.htm
87, 29 Apr 2018,empReview_20353952,Former Employee - Healthcare,I worked at Accenture full-time (More than 3 years),Health Care,Accenture : Almost have lot of employees,Accenture : Salary is giving too low,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20353952.htm
88, 30 Apr 2018,empReview_20362348,Current Employee - Applications Security Analyst,I have been working at Accenture full-time (More than 3 years),"It was a good experience working with Accenture. I am taking a lot of good and bad experiences, knowledge and learnings.","Friendly Environment, Flexibility in work, Transportation facility","Timings, Hikes, rewards and recognitions",Can work on timings management. Work completion should be what should be focused on rather than maintaining timings.,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20362348.htm
89, 30 Apr 2018,empReview_20362579,Current Employee - S S E(Senior Software Engineer),I have been working at Accenture full-time (Less than a year),SSE,Nice Team to work with.,"Project specific pressure, not company specific.",Take employee suggestion on priority as they are the people who are working on ground and they know what and how can be done.,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20362579.htm
90, 13 May 2018,empReview_20565685,Former Employee - Software Engineer,I worked at Accenture full-time (More than 3 years),Good and bad,Very good company and has a nice reputation. Your market value would increase if you would have worked at Accenture. Work life balance depends on the project you are allocated to. Leadership is good and strong. Focus on new technology is more. Ideas are valued. Hyderabad facilities are world class and we'll maintained.,Starting with 2017 end. The entire mid-upper level management was changed due to which the year end assessment suffered a huge blow. Deserving employees were given peanuts which led to a lot of them resigning. Some projects have a very good ambience and work environment but there are some which have a very bad management. The lead continuously harrases the subordinates and even abuses them. People are expected to work for 14-15 hrs without work from home and work gets piled up even after that. The lead doesn't participate and leaves his work for others to do. Micromanagement is rampant. You would get vacation balance but applying for a vacation is a headache. Accenture is a good company but you would be working for a project first and then for Accenture. Choose your projects wisely.,"Take some interest in what the junior level employees feel in a project. They are the backbone of the company, the working class. Make sure you satisfy them and address their concerns. Otherwise people would start leaving. Take Accenture to it's former glory.",3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20565685.htm
91, 28 Apr 2018,empReview_20346838,Current Employee - Process Associate,I have been working at Accenture full-time (More than a year),Process Associate,Culture is the best thing in accenture,Compensation not up to the industry standards,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20346838.htm
92, 12 May 2018,empReview_20552742,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than a year),Very nice company with all benefits,supportive people around you always,No cons at the moment,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20552742.htm
93, 12 May 2018,empReview_20558968,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 3 years),Average company,"Good learning, Balanced life, Good for freshers","No good hike, People Management not good",NA,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20558968.htm
94, 13 May 2018,empReview_20559675,Current Employee - Applications,I have been working at Accenture full-time (More than 3 years),Pay terms are moderate in the company,No Pros with Salary in the company,Salary increase happens with a single number increase,management has to revoke the reforms,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20559675.htm
95, 27 Apr 2018,empReview_20336696,Current Employee - Applications Developer,I have been working at Accenture full-time (More than a year),Best company I ever worked with.,- Permanent work from home- Work life balance,I really dont find any cons,They should address potential candidates.,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20336696.htm
96, 27 Apr 2018,empReview_20344600,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than a year),Best Company to work For,Work Life BalanceGood SalaryBest Projects,No Con As Such. Everything is just good enough.,they are good,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20344600.htm
97, 28 Apr 2018,empReview_20344854,Current Employee - Tableau Developer,I have been working at Accenture full-time (More than 3 years),Work Culture is friendly and where we can maintain balance work and family,Environment is friendly and helpful,Nothing to mention on this,"Nothing to mention, they are always helpful",5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20344854.htm
98, 27 Apr 2018,empReview_20337071,Former Employee - Team Leader,I worked at Accenture full-time (More than 10 years),Good service based company,"1- Process oriented2- Lot of opportunities3- If resource is valuable and good, there are onsite opportunities also.4- Shuttles and transportation provided.5- Lot of learning opportunities","1- Top management is worried most about Green excels and pay less attention to resources who are working day in and day out to deliver high performance.2- Can’t trust the leadership much when it comes to moderation and promotions.3- it’s not the same accenture which used to be since 2006-2011 period. Now not much core values adherence, lot of private politics and promoting undeserved candidates.","Respect the core values which made accenture. Don’t just worry about green excels, worry about resources and their aspirations, they are also human beings and have their life. They are not slaves.",4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20337071.htm
